14.29,100.2Mbps,10.0,216.0,9.53674316406e-07,2.0,0,8949.0,56587.0,1.0,50.1Mbps,0,62727.0,0,13034,13032,8791,1805,34816,8791,1077936128,3341,0,54,0,15,5,0,0,20,0,18,0,96839,3650289664,9442,18446744073709551615,94266855686144,94266855690080,140728738441568,0,0,0,0,2,16800973,0,0,0,17,0,0,0,1,0,0,94266857790784,94266857791512,94266867761152,140728738445438,140728738445489,140728738445489,140728738447338,0,0.0,0.9,4096,131072,6291456,4096,16384,4194304,44736788.0,3720.0,493879296.0,44721483.0,8750.0,5639.0,9.0,7424.0,2
4.985,1115.8Mbps,86.5,108.0,3.62714099884,576.0,0,4474.5,28293.5,120.0,929.8Mbps,147.0,31363.5,1308506,13034,13032,8791,1805,34816,8791,1077936128,5472,0,55,0,43,12,0,0,20,0,18,0,96839,3653509120,11041,18446744073709551615,94266855686144,94266855690080,140728738441568,0,0,0,0,2,16800973,0,0,0,17,0,0,0,1,0,0,94266857790784,94266857791512,94266867761152,140728738445438,140728738445489,140728738445489,140728738447338,0,0.0,1.1,4096,131072,6291456,4096,16384,4194304,46403629.0,3819.0,505413632.0,46388324.0,8750.0,5639.0,9.0,4864.0,2
3.04666666667,1280.1Mbps,61.0,72.0,9.24788856506,973.0,0,2983.0,18862.3333333,123.0,1066.8Mbps,30.0,20909.0,262144,13034,13032,8791,1805,34816,8791,1077936128,5476,0,55,0,44,13,0,0,20,0,18,0,96839,3653509120,10954,18446744073709551615,94266855686144,94266855690080,140728738441568,0,0,0,0,2,16800973,0,0,0,17,0,0,0,1,0,0,94266857790784,94266857791512,94266867761152,140728738445438,140728738445489,140728738445489,140728738447338,0,57.0,1.1,4096,131072,6291456,4096,16384,4194304,47592635.0,3891.0,513802240.0,47577330.0,8750.0,5639.0,9.0,7168.0,2
1.1375,1234.6Mbps,48.25,54.0,6.87249851227,855.0,0,2237.25,14146.75,87.0,1028.8Mbps,74.0,15681.75,657983,13034,13032,8791,1805,34816,8791,1077936128,5477,0,55,0,44,14,0,0,20,0,18,0,96839,3653509120,10954,18446744073709551615,94266855686144,94266855690080,140728738441568,0,0,0,0,2,16800973,0,0,0,17,0,0,0,1,0,0,94266857790784,94266857791512,94266867761152,140728738445438,140728738445489,140728738445489,140728738447338,0,58.0,1.1,4096,131072,6291456,4096,16384,4194304,48812332.0,3962.0,522190848.0,48797027.0,8750.0,5639.0,9.0,5120.0,2
0.91,1242.3Mbps,39.4,43.2,6.83284282684,883.0,0,1789.8,11317.4,90.0,1035.3Mbps,152.0,12545.4,1357548,13034,13032,8791,1805,34816,8791,1077936128,5478,0,55,0,45,15,0,0,20,0,18,0,96839,3653509120,10954,18446744073709551615,94266855686144,94266855690080,140728738441568,0,0,0,0,2,16800973,0,0,0,17,0,0,0,1,0,0,94266857790784,94266857791512,94266867761152,140728738445438,140728738445489,140728738445489,140728738447338,0,60.0,1.1,4096,131072,6291456,4096,16384,4194304,49728517.0,4015.0,528482304.0,49713212.0,8750.0,5639.0,9.0,3584.0,2
0.758333333333,1219.9Mbps,37.3333333333,36.0,8.5933637619,999.0,0,1491.5,9431.16666667,99.0,1016.6Mbps,141.0,10454.5,1259649,13034,13032,8791,1805,34816,8791,1077936128,5484,0,55,0,45,17,0,0,20,0,18,0,96839,3653509120,11020,18446744073709551615,94266855686144,94266855690080,140728738441568,0,0,0,0,2,16800973,0,0,0,17,0,0,0,1,0,0,94266857790784,94266857791512,94266867761152,140728738445438,140728738445489,140728738445489,140728738447338,0,62.0,1.1,4096,131072,6291456,4096,16384,4194304,50950219.0,4086.0,536870912.0,50934914.0,8750.0,5639.0,9.0,5888.0,2
0.65,1498.7Mbps,35.1428571429,30.8571428571,8.29870510101,911.0,0,1278.42857143,8083.85714286,103.0,1249.0Mbps,76.0,8961.0,610075,13034,13032,8791,1805,34816,8791,1077936128,5485,0,55,0,46,17,0,0,20,0,18,0,96839,3653509120,11020,18446744073709551615,94266855686144,94266855690080,140728738441568,0,0,0,0,2,16800973,0,0,0,17,0,0,0,1,0,0,94266857790784,94266857791512,94266867761152,140728738445438,140728738445489,140728738445489,140728738447338,0,63.0,1.1,4096,131072,6291456,4096,16384,4194304,52170611.0,4158.0,545259520.0,52155306.0,8750.0,5639.0,9.0,3840.0,2
0.56875,1790.4Mbps,30.75,26.5,7.19276046753,854.0,0,1118.625,7073.375,72.0,1492.0Mbps,83.0,7840.875,744310,13034,13032,8791,1805,34816,8791,1077936128,5485,0,55,0,47,18,0,0,20,0,18,0,96839,3653509120,11020,18446744073709551615,94266855686144,94266855690080,140728738441568,0,0,0,0,2,16800973,0,0,0,17,0,0,0,1,0,0,94266857790784,94266857791512,94266867761152,140728738445438,140728738445489,140728738445489,140728738447338,0,65.0,1.1,4096,131072,6291456,4096,16384,4194304,53356207.0,4230.0,553648128.0,53340902.0,8750.0,5639.0,9.0,6144.0,2
0.505555555556,1777.3Mbps,27.3333333333,23.5555555556,6.45982933044,709.0,0,994.333333333,6287.44444444,84.0,1481.2Mbps,30.0,6969.66666667,262144,13034,13032,8791,1805,34816,8791,1077936128,5485,0,55,0,47,20,0,0,20,0,18,0,96839,3653509120,11020,18446744073709551615,94266855686144,94266855690080,140728738441568,0,0,0,0,2,16800973,0,0,0,17,0,0,0,1,0,0,94266857790784,94266857791512,94266867761152,140728738445438,140728738445489,140728738445489,140728738447338,0,67.0,1.1,4096,131072,6291456,4096,16384,4194304,54269306.0,4284.0,559939584.0,54254001.0,8750.0,5639.0,9.0,4096.0,2
0.455,1629.4Mbps,24.6,21.6,8.7460269928,1134.0,0,894.9,5658.7,119.0,1357.9Mbps,133.0,6272.7,1183814,13034,13032,8791,1805,34816,8791,1077936128,5530,0,55,0,47,21,0,0,20,0,18,0,96839,3653509120,11030,18446744073709551615,94266855686144,94266855690080,140728738441568,0,0,0,0,2,16800973,0,0,0,17,0,0,0,1,0,0,94266857790784,94266857791512,94266867761152,140728738445438,140728738445489,140728738445489,140728738447338,0,68.0,1.1,4096,131072,6291456,4096,16384,4194304,55656351.0,4366.0,569376768.0,55641046.0,8750.0,5639.0,9.0,6656.0,2
